,station_name,start station latitude,start station longitude,latlng,neighborhood,postal_code,state,sublocality
561,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,"40.7811222993,-73.9496558905",Yorkville,10128,NY,Manhattan
562,5 St & 6 Ave,40.670483600000004,-73.98208968,"40.6704836,-73.98208968",Park Slope,11215,NY,Brooklyn
563,W 107 St & Columbus Ave,40.7997568,-73.9621128676,"40.7997568,-73.9621128676",Upper West Side,10025,NY,Manhattan
564,W 95 St & Broadway,40.7937704,-73.971888,"40.7937704,-73.971888",Upper West Side,10025,NY,Manhattan
565,Cathedral Pkwy & Broadway,40.804213,-73.96699104,"40.804213,-73.96699104",Bloomingdale,10025,NY,Manhattan
566,6 St & 7 Ave,40.668662700000006,-73.97988067,"40.6686627,-73.97988067",Park Slope,11215,NY,Brooklyn
567,4 Ave & 9 St,40.6705135,-73.98876585,"40.6705135,-73.98876585",Gowanus,11215,NY,Brooklyn
568,Bond St & Bergen St,40.6849668,-73.98620772,"40.6849668,-73.98620772",Boerum Hill,11217,NY,Brooklyn
569,E 102 St & 1 Ave,40.7869946,-73.94164802,"40.7869946,-73.94164802",East Harlem,10029,NY,Manhattan
570,Wyckoff St & 3 Ave,40.6827549,-73.98258555,"40.6827549,-73.98258555",Boerum Hill,11217,NY,Brooklyn
571,2 Ave & E 105 St,40.7898175,-73.94296109,"40.7898175,-73.94296109",East Harlem,10029,NY,Manhattan
572,Carroll St & 6 Ave,40.6740886,-73.9787282,"40.6740886,-73.9787282",Park Slope,11215,NY,Brooklyn
573,E 110 St & Madison Ave,40.796153499999996,-73.94782145,"40.7961535,-73.94782145",East Harlem,10029,NY,Manhattan
574,Central Park W & W 96 St,40.791270000000004,-73.964839,"40.79127,-73.964839",Central Park,10025,NY,Manhattan
575,Central Park West & W 100 St,40.793393,-73.96355559999999,"40.793393,-73.9635556",Upper West Side,10025,NY,Manhattan
576,Pioneer St & Richards St,40.677774799999995,-74.0094613,"40.6777748,-74.0094613",Red Hook,11231,NY,Brooklyn
577,Baltic St & 5 Ave,40.6795766,-73.97854971,"40.6795766,-73.97854971",Park Slope,11217,NY,Brooklyn
578,Riverside Dr & W 91 St,40.7933718,-73.97685115,"40.7933718,-73.97685115",Upper West Side,10025,NY,Manhattan
579,2 Ave  & E 104 St,40.789210499999996,-73.94370784,"40.7892105,-73.94370784",East Harlem,10029,NY,Manhattan
580,Hoyt St & Warren St,40.6843549,-73.98901629,"40.6843549,-73.98901629",Boerum Hill,11217,NY,Brooklyn
581,Riverside Dr & W 104 St,40.8013434,-73.97114574390001,"40.8013434,-73.9711457439",Bloomingdale,10025,NY,Manhattan
582,W 87 St  & Amsterdam Ave,40.78839,-73.9747,"40.78839,-73.9747",Upper West Side,10024,NY,Manhattan
583,1 Pl & Clinton St,40.6809591,-73.99905709,"40.6809591,-73.99905709",Carroll Gardens,11231,NY,Brooklyn
584,Kane St & Clinton St,40.686175799999994,-73.99645295,"40.6861758,-73.99645295",Cobble Hill,11201,NY,Brooklyn
585,Warren St & Court St,40.686371,-73.99383324,"40.686371,-73.99383324",Boerum Hill,11201,NY,Brooklyn
586,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621737779999,"40.7989937,-73.9662173778",Upper West Side,10025,NY,Manhattan
587,6 Ave & 12 St,40.666318100000005,-73.9854617,"40.6663181,-73.9854617",Park Slope,11215,NY,Brooklyn
588,E 103 St & Lexington Ave,40.790305100000005,-73.94755757,"40.7903051,-73.94755757",East Harlem,10029,NY,Manhattan
589,Central Park West & W 102 St,40.795346,-73.96186,"40.795346,-73.96186",Central Park,10025,NY,Manhattan
590,Congress St & Clinton St,40.6881529,-73.99520919,"40.6881529,-73.99520919",Cobble Hill,11201,NY,Brooklyn
591,Clinton St & Centre St,40.67434,-74.00194698,"40.67434,-74.00194698",Red Hook,11231,NY,Brooklyn
592,E 109 St & 3 Ave,40.79329668,-73.9432083,"40.79329668,-73.9432083",East Harlem,10029,NY,Manhattan
593,Smith St & 9 St,40.67469570000001,-73.99785768,"40.6746957,-73.99785768",Carroll Gardens,11231,NY,Brooklyn
594,Henry St & Bay St,40.672505799999996,-74.00494695,"40.6725058,-74.00494695",Red Hook,11231,NY,Brooklyn
595,E 106 St & Madison Ave,40.79343370000001,-73.94945003,"40.7934337,-73.94945003",East Harlem,10029,NY,Manhattan
596,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,"40.7894854155,-73.9524292946",East Harlem,10029,NY,Manhattan
597,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,"40.6765304,-73.97846879",Park Slope,11217,NY,Brooklyn
598,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,"40.7814107002,-73.9559590816",Carnegie Hill,10128,NY,Manhattan
599,5 Ave & 3 St,40.672815500000006,-73.98352355,"40.6728155,-73.98352355",Park Slope,11215,NY,Brooklyn
600,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,"40.7817212,-73.94594",Yorkville,10128,NY,Manhattan
601,Carroll St & 5 Ave,40.6751622,-73.9814832,"40.6751622,-73.9814832",Park Slope,11215,NY,Brooklyn
602,Butler St & Court St,40.6849894,-73.99440329,"40.6849894,-73.99440329",Carroll Gardens,11231,NY,Brooklyn
603,Degraw St & Smith St,40.6829151,-73.99318208,"40.6829151,-73.99318208",Carroll Gardens,11231,NY,Brooklyn
604,Richards St & Delavan St,40.67943270000001,-74.00785041,"40.6794327,-74.00785041",Red Hook,11231,NY,Brooklyn
605,Carroll St & Columbia St,40.6830456,-74.00348559,"40.6830456,-74.00348559",Columbia Street Waterfront District,11231,NY,Brooklyn
606,Columbia St & Degraw St,40.6859296,-74.00242364,"40.6859296,-74.00242364",Columbia Street Waterfront District,11201,NY,Brooklyn
607,E 88 St & 1 Ave,40.778301,-73.9488134,"40.778301,-73.9488134",Yorkville,10128,NY,Manhattan
608,W 106 St & Central Park West,40.798185600000004,-73.96059090060001,"40.7981856,-73.9605909006",Upper West Side,10025,NY,Manhattan
609,12 St & 4 Ave,40.668603000000004,-73.99043940000001,"40.668603,-73.9904394",Gowanus,11215,NY,Brooklyn
610,W 100 St & Broadway,40.797372100000004,-73.97041192,"40.7973721,-73.97041192",Bloomingdale,10025,NY,Manhattan
611,Douglass St & 4 Ave,40.67927879999999,-73.98154004,"40.6792788,-73.98154004",Park Slope,11217,NY,Brooklyn
612,10 St & 5 Ave,40.6686273,-73.98700053,"40.6686273,-73.98700053",Park Slope,11215,NY,Brooklyn
613,2 Ave & 9 St,40.6724811,-73.99331394,"40.6724811,-73.99331394",Gowanus,11215,NY,Brooklyn
614,E 106 St & 1 Ave,40.7892529,-73.93956237,"40.7892529,-73.93956237",East Harlem,10029,NY,Manhattan
615,Columbia St & Lorraine St,40.6747055,-74.00755720000001,"40.6747055,-74.0075572",Red Hook,11231,NY,Brooklyn
616,Reed St & Van Brunt St,40.6747844,-74.01612847,"40.6747844,-74.01612847",Red Hook,11231,NY,Brooklyn
617,E 97 St & 3 Ave,40.7859201,-73.94860294,"40.7859201,-73.94860294",East Harlem,10029,NY,Manhattan
618,E 91 St & Park Ave,40.7835016,-73.955327,"40.7835016,-73.955327",Carnegie Hill,10128,NY,Manhattan
619,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,"40.790179481,-73.972889185",Upper West Side,10024,NY,Manhattan
620,Court St & State St,40.6902375,-73.99203074,"40.6902375,-73.99203074",Downtown Brooklyn,11201,NY,Brooklyn
621,Carroll St & Smith St,40.680611,-73.99475825,"40.680611,-73.99475825",Carroll Gardens,11231,NY,Brooklyn
622,W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472,"40.8008363,-73.9664492472",Bloomingdale,10025,NY,Manhattan
623,6 Ave & 9 St,40.668127,-73.98377641,"40.668127,-73.98377641",Park Slope,11215,NY,Brooklyn
624,Prospect Pl & 6 Ave,40.6793307,-73.97519523,"40.6793307,-73.97519523",Park Slope,11217,NY,Brooklyn
625,Douglass St & 3 Ave,40.6802133,-73.98432695,"40.6802133,-73.98432695",Gowanus,11217,NY,Brooklyn
626,5 Ave & E 103 St,40.792255299999994,-73.95249933,"40.7922553,-73.95249933",East Harlem,10029,NY,Manhattan
627,W 87 St & West End Ave,40.790261,-73.977131,"40.790261,-73.977131",Upper West Side,10024,NY,Manhattan
628,7 Ave & Park Pl,40.67761470000001,-73.97324283,"40.6776147,-73.97324283",Park Slope,11217,NY,Brooklyn
629,5 Ave & E 88 St,40.78307,-73.95939,"40.78307,-73.95939",Upper East Side,10128,NY,Manhattan
630,7 St & 5 Ave,40.670492200000005,-73.98541675,"40.6704922,-73.98541675",Park Slope,11215,NY,Brooklyn
631,14 St & 7 Ave,40.663779,-73.98396846,"40.663779,-73.98396846",Park Slope,11215,NY,Brooklyn
632,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,"40.799484,-73.955613",Central Park,10026,NY,Manhattan
633,3 St & 7 Ave,40.67038370000001,-73.97839676,"40.6703837,-73.97839676",Park Slope,11215,NY,Brooklyn
634,Grand St & Elizabeth St,40.718821999999996,-73.99596,"40.718822,-73.99596",Chinatown,10013,NY,Manhattan
635,78 St & 2 Ave,40.7727966,-73.95577801,"40.7727966,-73.95577801",Upper East Side,10075,NY,Manhattan
636,E 106 St & Lexington Ave,40.791976,-73.945993,"40.791976,-73.945993",East Harlem,10029,NY,Manhattan
637,3 St & Prospect Park West,40.668132,-73.97363831,"40.668132,-73.97363831",Park Slope,11215,NY,Brooklyn
638,Pacific St & Nevins St,40.6853761,-73.98302136,"40.6853761,-73.98302136",Boerum Hill,11217,NY,Brooklyn
639,Smith St & 3 St,40.678724200000005,-73.99599099,"40.6787242,-73.99599099",Carroll Gardens,11231,NY,Brooklyn
640,Bike in Movie Night | Prospect Park Bandshell,40.662987,-73.97691800000001,"40.662987,-73.976918",Prospect Park,11215,NY,Brooklyn
641,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,"40.6729679,-73.97087984",Park Slope,11238,NY,Brooklyn
642,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473,"40.6750207,-73.97111473",Park Slope,11238,NY,Brooklyn
643,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,"40.7680088931,-73.9684528112",Lenox Hill,10065,NY,Manhattan
644,Bergen St & Smith St,40.686744299999994,-73.99063168,"40.6867443,-73.99063168",Boerum Hill,11201,NY,Brooklyn
645,W 92 St & Broadway,40.7921,-73.9739,"40.7921,-73.9739",Upper West Side,10025,NY,Manhattan
646,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,"40.7829391,-73.9786517",Upper West Side,10024,NY,Manhattan
647,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,"40.7746671,-73.98470567",Lincoln Square,10023,NY,Manhattan
648,Greenwich St & Hubert St,40.721319,-74.010065,"40.721319,-74.010065",Tribeca,10013,NY,Manhattan
649,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,"40.7647185194,-73.9622206986",Lenox Hill,10065,NY,Manhattan
650,Madison Ave & E 82 St,40.7781314,-73.96069399,"40.7781314,-73.96069399",Upper East Side,10028,NY,Manhattan
651,14 St & 5 Ave,40.666287,-73.98895053,"40.666287,-73.98895053",Park Slope,11215,NY,Brooklyn
652,Degraw St & Hoyt St,40.68199044270703,-73.99079024791719,"40.6819904427,-73.9907902479",Gowanus,11217,NY,Brooklyn
653,3 Ave & E 72 St,40.7699426,-73.96060712,"40.7699426,-73.96060712",Lenox Hill,10021,NY,Manhattan
654,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,"40.6711978,-73.97484126",Park Slope,11215,NY,Brooklyn
655,E 74 St & 1 Ave,40.7689738,-73.95482273,"40.7689738,-73.95482273",Lenox Hill,10021,NY,Manhattan
656,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,"40.6610633719,-73.9794525504",Park Slope,11215,NY,Brooklyn
657,E 68 St & Madison Ave,40.7691572,-73.96703464,"40.7691572,-73.96703464",Lenox Hill,10065,NY,Manhattan
658,W 89 St & Columbus Ave,40.7882213,-73.97041561,"40.7882213,-73.97041561",Upper West Side,10024,NY,Manhattan
659,Van Brunt St & Wolcott St,40.6773429,-74.01275056,"40.6773429,-74.01275056",Red Hook,11231,NY,Brooklyn
660,W 88 St & West End Ave,40.790254173304184,-73.97718340158461,"40.7902541733,-73.9771834016",Upper West Side,10024,NY,Manhattan
661,8 Ave & W 16 St,40.740983,-74.00170200000001,"40.740983,-74.001702",Chelsea,10011,NY,Manhattan
662,Carroll St & Bond St,40.6786115,-73.99037292,"40.6786115,-73.99037292",Gowanus,11231,NY,Brooklyn
663,7 St & 3 Ave,40.67260298150126,-73.98983001708984,"40.6726029815,-73.9898300171",Gowanus,11215,NY,Brooklyn
664,Coffey St & Conover St,40.677236,-74.015665,"40.677236,-74.015665",Red Hook,11231,NY,Brooklyn
665,E 76 St & Park Ave,40.773763,-73.96222088,"40.773763,-73.96222088",Lenox Hill,10021,NY,Manhattan
666,3 St & Hoyt St,40.6777287,-73.99364123,"40.6777287,-73.99364123",Gowanus,11231,NY,Brooklyn
667,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,"40.6809447235,-73.9756733179",Park Slope,11217,NY,Brooklyn
668,W 100 St & Manhattan Ave,40.795,-73.9645,"40.795,-73.9645",Upper West Side,10025,NY,Manhattan
669,E 35 St & 3 Ave,40.746524,-73.977885,"40.746524,-73.977885",Murray Hill,10016,NY,Manhattan
670,2 Ave & E 99 St,40.786258600000004,-73.94552579,"40.7862586,-73.94552579",East Harlem,10029,NY,Manhattan
671,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,"40.6850680731,-73.977907598",Fort Greene,11217,NY,Brooklyn
672,Pioneer St & Van Brunt St,40.679043,-74.011169,"40.679043,-74.011169",Red Hook,11231,NY,Brooklyn
673,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,"40.7190789118,-73.9422369003",Williamsburg,11222,NY,Brooklyn
674,Union St & Nevins St,40.67909799721684,-73.98765474557877,"40.6790979972,-73.9876547456",Gowanus,11215,NY,Brooklyn
675,E 78 St & 2 Ave,40.7727966,-73.95577801,"40.7727966,-73.95577801",Upper East Side,10075,NY,Manhattan
676,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263,"40.6751468387,-73.9752320945",Park Slope,11217,NY,Brooklyn
677,Fulton St & Adams St,40.692418292578466,-73.98949474096298,"40.6924182926,-73.989494741",Downtown Brooklyn,11201,NY,Brooklyn
678,E 76 St & 3 Ave,40.772248537721744,-73.95842134952545,"40.7722485377,-73.9584213495",Lenox Hill,10075,NY,Manhattan
679,Bressler,40.646538367096475,-74.0165877342224,"40.6465383671,-74.0165877342",Sunset Park,11232,NY,Brooklyn
681,4 Ave & 2 St,40.674613422475815,-73.98501142859459,"40.6746134225,-73.9850114286",Park Slope,11215,NY,Brooklyn
